filename	sentence
KCS4170022108.txt	공기막 구조의 시공은 건설지의 지반조건, 환경조건, 하중조건, 공중안전상의 조건을 사전에 검토하여 시공계획을 수립한다.
KCS4170022108.txt	상시 내압과 최대 내압의 적정한 설정, 그리고 형태, 자재, 지지시스템 및 송풍시스템 등을 고려하여 적정한 공기막 구조를 선정한다.
KCS4170022108.txt	막재의 제작은 이 기준에 따른다.
KCS4170022108.txt	송풍시스템은 이 시방서의 송풍시스템에서 규정하는 것을 적용한다.
KCS4170022108.txt	가압공간과 비가압 공간의 경계벽, 창유리, 출입구 등은 사람, 물건 등의 충격 및 최대 내압, 지진, 강풍 등에 안전하여야 하며, 접합부에서의 기밀성을 유지하여야 한다.
KCS4170022108.txt	전동식 이중 문의 경우 정전 시에 수동 개폐가 가능해야 한다.
KCS4170022108.txt	지붕면과 벽면이 일체로 되어 있는 경우 출입구는 지붕면의 눈 또는 빗물이 미끄러지거나 떨어지는 것에 대한 조치가 취해져 있어야 하며, 자립구조이어야 한다.
KCS4170022108.txt	비상문은 바깥 열림으로 하며, 보통 때의 출입에는 사용하지 않는다.
KCS4170022108.txt	수축 시스템 또는 보조지지구조가 없는 경우에는 비상구는 자립하는 구조로 하여 비상구 부근은 막의 강하를 방지할 프레임 등을 설치한다.
KCS4170022108.txt	비상구의 개방은 내압에 의하여 급격히 열리기 때문에 완충장치 등의 부착 또는 밸런스 문 혹은 작은 창을 설치하여 맨 처음에는 그것을 열어 실내압을 떨어뜨린 후 문을 개방하는 장치가 필요하다.
KCS4170022108.txt	회전문, 이중 문은 비상문으로 사용될 수 없다.
KCS4170022108.txt	원칙적으로 개구부는 개폐하지 않도록 하지만 비상용, 환기 등을 목적으로 하는 경우 개폐할 수 있다.
KCS4170022108.txt	고압 하에도 잘 부착시켜 강도를 갖게 하며 기밀성을 고려한 것을 사용한다.
KCS4170022108.txt	개구부의 크기는 사고로 파손되었을 때 막지붕 면이 수축되지 않을 정도로 하며, 송풍량, 자중 및 내압에 따라 다르므로 설계도서에 의하여 시공하거나 추가로 설치할 경우 담당원의 승인을 득한 후 설치한다.
KCS4170022108.txt	송풍시스템은 송풍장치, 덕트장치, 동력원, 구동장치 및 감지장치, 제어기로 구성되며, 이 시스템은 항상  송풍을 함으로써 설계 내압을 유지하고, 지붕막면을 안정시키며, 외부하중에 저항한다.
KCS4170022108.txt	하중에 대응한 내압 제어를 하기 위하여 압력계, 우량계, 풍속계, 강설계 등의 감지장치에 의하여 자동적인 내압 제어장치, 송풍량 제어장치 등이 필요하다.
KCS4170022108.txt	이들 장치 및 기기류는 경우에 따라서 여분의 장비를 준비하는 것이 필요하다.
KCS4170022108.txt	송풍장치는 설계하중 하에서 항상 설계 내압을 얻을 수 있는 송풍량과 송풍압을 유지함과 동시에 내부의 필요 환기량을 상회하는 송풍량을 유지할 수 있는 장치를 사용한다.
KCS4170022108.txt	송풍기 선정 시에는 다음의 사항을 만족해야 한다.
KCS4170022108.txt	공기막의 공조시스템 전용 분전반에서 주 공조시스템과 보조 및 비상 발전시스템의 전원 연결단자 및 스위치는 별도로 조작되도록 설치되어야 한다.
KCS4170022108.txt	내구성이 좋고 전선의 접속, 개폐기의 조작, 기기류의 보수 및 점검이 용이하게 제작되어야 한다.
KCS4170022108.txt	공기막 구조물 내부 벽에 삽입되어 설치되는 분전반 및 기타 설비들은 공기압이 누출되지 않도록 모든 개폐장치 및 전선관이 밀폐되어야 한다.
KCS4170022108.txt	기타사항은 전기설비기술기준에 적합하게 시설하여야 한다.
KCS4170022108.txt	송풍기가 외기와 함께 이물질을 흡입하지 않도록 흡입구 등에는 필터 등을 부착하여 외부공기 흡입 시 공기 중의 먼지를 제거하여야 한다.
KCS4170022108.txt	공기 흡입구에서 송풍기의 소음이 흡입구를 통하여 외부로 전달되지 않도록 흡입구에 소음기 또는 흡입실에 방음장치 등을 부착한다.
KCS4170022108.txt	공기막 구조에 사용되는 송풍덕트는 가능한 송풍저항을 적게 하도록 부착한다.
KCS4170022108.txt	통풍 조절 밸브 및 역류 방지 밸브를 설치하여 공기역류를 방지한다.
KCS4170022108.txt	송풍장치는 주 송풍장치와 예비 송풍장치로 구성되어 있으며, 예비송풍기는 주 송풍기를 대체할 수 있는 능력을 갖추는 것으로 한다.
KCS4170022108.txt	배선 등의 고장에 의하여 주 송풍기가 정지되더라도 예비송풍기는 정지되지 않도록 예비송풍기는 주 송풍기에서 격리하여 설치하고, 배선 등을 독립시켜 설치한다.
KCS4170022108.txt	①의 교육을 책임지며 공사 완료 시 유지관리 지침서와 함께 이에 대한 자료를 제출하여야 한다.
KCS4170022108.txt	설계도서 및 공사시방서에 의거하여 시공 상세도를 작성하여 담당원의 승인을 받은 후, 승인도에 따라 제작에 착수함을 원칙으로 한다.
KCS4170022108.txt	특별히 설계도서 또는 공사시방서에 규정 항목이 있으면 이를 우선한다.
KCS4170022108.txt	하중전달을 위해 직접 지압에 의존하는 표면에 인접한 지압 절점은 압연되거나 절점 접촉면에서 지압이 완전하고 고르게 분포되도록 해야 한다.
KCS4170022108.txt	케이블구조의 지점이 있는 철골구조는 생산공장에서 가조립을 수행하여 현장조립 시 정밀시공이 되도록 하여야 한다.
KCS4170022108.txt	케이블 절단 시 수급인은 시험결과를 고려하여 전체 신장길이를 확인해야 한다.
KCS4170022108.txt	수급인은 모든 케이블의 절단에 있어서 절단 내력을 구조설계에 책임 있는 책임기술자와 협의하여 결정하고, 이 내력은 고정하중 하에서 골조를 지지하는 케이블의 내력에 일치해야 한다.
KCS4170022108.txt	정확한 케이블 길이는 시험기관에 의뢰하여 수행된 시험결과를 고려하여 계산되어야 한다.
KCS4170022108.txt	수급인은 계산된 케이블 길이와 케이블 내력을 결정하기 위해 수행된 시험에서 확인된 탄성계수를 사용하여 케이블의 신장 전의 길이를 계산하여 계산된 결과를 제출하여야 한다.
KCS4170022108.txt	이것은 특히 구멍 맞춤과 홈 및 케이블의 직경에 적용된다.
KCS4170022108.txt	제조자의 공장에 대한 정보, 단면적 및 길이 등의 세부사항이 첨부된 표찰이 있어야 한다.
KCS4170022108.txt	케이블을 제조공장에서 선적하거나 운반 중에 손상이 가지 않도록 하여야 하며, 제조공장에서 임시로 적재하는 중에도 손상이 가지 않도록 한다.
KCS4170022108.txt	시공 중에 인장 단계별로 케이블의 장력과 주요 위치점을 측정하여야 하며, 시공과정 해석에 의해 제시된 수치와 차이가 있는 경우 단계별 장력값을 보정하는 엔지니어링을 수행하여 다음 단계의 인장을 수행한다.
KCS4170022108.txt	시공 중에 필요한 경우 고강도 봉 및 철골 부재의 응력을 측정하여야 하며, 이는 공사시방서에 따른다.
KCS4170022108.txt	각 단계별 장력 측정이 끝난 후, 장력측정 결과를 담당원에게 제출하여 장력도입의 적정성을 확인하여야 한다.
KCS4170022108.txt	개별적인 품질관리 시험은 공인된 시험기관에 의하여 수행되어야 한다.
KCS4170022108.txt	시험이 끝난 후, 시험결과 및 시험 통과 확인서를 담당원에게 제출하여야 한다.
KCS4170022108.txt	다음은 케이블시험에 필요한 사항들이다.
KCS4170022108.txt	와이어 시험편은 케이블 꼬임을 하기 위해 만들어진 와이어 코일로부터 채취한다.
KCS4170022108.txt	전체 길이는 매우 정확해야 한다.
KCS4170022108.txt	의 오차 내로 조정되어야 한다.
KCS4170022108.txt	향후 유지관리 시 장력 변화를 용이하게 측정할 수 있는 방안을 제시하여야 한다.
KCS4170022108.txt	수급인은 모든 사용 자재에 대하여 성능을 확인하기 위하여 공사시방서에서 요구하는 시험을 수행하여 자재의 성능을 확인한다.
KCS4170022108.txt	수급인은 시공 및 검수가 원활히 되도록 준비하여야 한다.
KCS4170022108.txt	케이블구조공사는 고소작업이기 때문에 기후의 상황에 맞는 안전한 작업관리가 필요하다.
KCS4170022108.txt	폭우, 폭설 시폭우, 폭설이 발생한 경우에는 원칙적으로 작업을 일시중지 또는 전면 중지한다.
KCS4170042108.txt	강관의 규격과 두께는 책임기술자에 의해 승인된 도서에 준한다.
KCS4170042108.txt	사용되는 모든 부품의 강도는 구조설계서에 제시된 소요 강도 이상이어야 한다.
KCS4170042108.txt	연결체 및 부재는 승인된 설계도서에 의하여 제작한다.
KCS4170042108.txt	볼트의 구멍 및 표면은 결함이 없게 마감되도록 한다.
KCS4170042108.txt	모든 자재는 납품 시 제조업자의 자재 시험 확인서를 첨부하여야 한다.
KCS4170042108.txt	연결체의 방향 표시, 설계도서에 표시된 연결체 및 부재의 위치 번호는 식별이 쉽도록 표시하여야 한다.
KCS4170042108.txt	연결체, 슬리브에 대한 도장은 공사의 공사시방서에 따르며, 전기 아연도금 후 염화고무계 도장 등을 사용할 수 있다.
KCS4170042108.txt	강관과 원추를 용접한 부재를 사용할 경우 용접 후 표면의 이물질을 완전히 제거한 후 공사시방서에 따라 표면처리한다.
KCS4170042108.txt	기타 부품의 도장은 공사시방서에 따르며, 공장도장을 원칙으로 하되, 대형공사인 경우에는 마감 도장을 현장에서 할 수 있다.
KCS4170042108.txt	제품은 저장, 운반, 수송과정에서 반드시 적절한 보호조치를 취하여 흠집, 녹발생, 마모손 등을 피할 수 있도록 한다.
KCS4170042108.txt	적절한 방식으로 제품을 저장하여 담당원이 수시로 편리하게 검사하고 점검할 수 있어야 한다.
KCS4170042108.txt	시공계획은 사전에 스페이스 프레임이 세워질 장소를 조사한 후에 행해져야 한다.
KCS4170042108.txt	설치구조에 대한 안전에 대하여 책임기술자의 검토 및 확인을 받아야 한다.
KCS4170042108.txt	복잡한 형태의 스페이스 프레임 시공 시에는 고공조립 공정의 안정성을 확보하도록 계획 시공되어야 하며 가설계획 및 양중 계획서를 필히 제출 후 시공한다.
KCS4170042108.txt	크레인이나 윈치 및 가설재를 사용하여 고공 작업 연결 시 안전한 작업환경이 확보되어야 한다.
KCS4170042108.txt	수평조절장치 또는 수직조절장치를 사용하여 안정된 구조로 조립한 후 연결체 조임을 한다.
KCS4170052108.txt	결빙온도 이하에서 운전되는 냉동실의 경우 냉동실 입구의 바닥 밑에 설계도에 명시된 온도를 자동으로 유지할 수 있는 가열선이 설치되어야 한다.
KCS4170052108.txt	결빙온도 이하에서 운전되는 냉동실의 경우 바닥에 동상방지 장치를 설치한다.
KCS4170052108.txt	결빙온도 이하에서 운전되는 냉동실 내의 드레인 배관에는 결빙을 막기 위한 히터가 설치되어야 한다.
KCS4170052108.txt	콘덴싱 유닛 및 냉동기의 설치는 고압가스안전관리법규 및 그 외의 관련 법규에 준하여 운전, 유지관리, 안전상에 지장이 없도록 한다.
KCS4170052108.txt	고압가스 안전관리법규의 규정에 따라 안전밸브가 개방될 경우, 냉매 가스가 외부로 방출될 수 있도록 배관을 하여야 한다.
KCS4170052108.txt	냉각탑은 콘크리트 또는 형강제 기초 위에 자중, 적설, 풍압, 지진, 기타의 진동에 대하여 안전하게 설치한다.
KCS4170052108.txt	냉각탑의 설치 위치는 풍향 및 장애물을 고려하여 선정하고 냉각탑에서의 배기 및 소음이 주위의 거주지역에 악영향을 미치지 않도록 고려한다.
KCS4170052108.txt	냉각탑 주위의 배관은 그 중량이 직접 본체에 걸리지 않도록 지지한다.
KCS4170052108.txt	펌프는 기초 위에 수평으로, 축심을 정확하게 조정하여 설치한다.
KCS4170052108.txt	배관 시에는 그 하중이 직접 펌프에 걸리지 않도록 한다.
KCS4170052108.txt	방진 이음과 진동기초에 대해서는 도면 또는 공사 사항에 따른다.
KCS4170052108.txt	천장 걸이형은 걸이 철물 등으로 수평을 유지하며, 견고하게 설치한다.
KCS4170052108.txt	주변에 충분한 공간을 확보하여 보수, 점검이 용이하도록 한다.
KCS4170052108.txt	기기의 하중이 건축물에 영향을 미칠 경우는 방진 장치를 설치하여 이를 최소화하도록 하여야 한다.
KCS4170052108.txt	냉매 배관 시 용접은 산소, 아세틸렌용접으로 하되 동배관 접합부는 충분한 강도가 유지되고, 누설이 없도록 은납땜을 사용하여야 하고, 작업온도에서 완벽한 접합이 이루어져야 한다.
KCS4170052108.txt	관의 고정은 설비 일반 배관 시방의 동배관 유지 간격을 유지하여 설치하여야 한다.
KCS4170052108.txt	동배관 보온재는 흡입관에 온도조건에 따른 보온규정에 따른 보온재 및 두께로 시공하여야 한다.
KCS4170052108.txt	압축기의 토출구에 오일이 관내로 흡입되는 현상을 방지하기 위하여 필요 시 유분리기를 설치하여 압축기의 오일이 정상을 유지하도록 한다.
KCS4170052108.txt	냉매 배관설비는 냉매 가스 또는 윤활유 등으로 인한 화학작용에 의하여 약화되지 않는 재질을 사용하여 시공하여야 한다.
KCS4170052108.txt	냉매 배관설비의 자재, 구조 및 안전장치의 규격은 관련 시설물의 안전을 확보하여야 한다.
KCS4170052108.txt	냉매설비의 돌출부 등 충격에 의해 손쉽게 파손되어 냉매 가스가 누설될 우려가 있는 부분에는 적절한 보호조치를 하여야 하며, 외면이 부식에 의하여 냉매 가스가 누설될 우려가 있는 부분에는 부식방지를 위한 조치를 하여야 한다.
KCS4170052108.txt	이 공사에 사용하는 배선 자재는 공사 사항이 없는 한 한국산업표준 제품을 사용하고, 전기용품 안전관리 법규에 의한 형식 승인 품이나 산업통상자원부 고시 허가치에 준하며, 그 외의 것은 담당원의 승인을 얻은 후에 사용하여야 한다.
KCS4170052108.txt	전선의 접속에 사용되는 연결터미널은 압착터미널을 사용하며 규격이 없을 시는 담당원의 승인을 얻은 후 사용하여야 한다.
KCS4170052108.txt	전선의 접속은 배관 내에서는 피하여야 하며, 조인트 박스, 풀박스 또는 기구 내에서만 시행하여야 하고 각종 배선이 용이하도록 색상 구분을 하여야 하며, 색상 및 번호를 도면과 일치되도록 하며, 취급자 이외의 다른 전기전문가가 쉽게 알아볼 수 있도록 시공하여야 한다.
KCS4170052108.txt	제어선은 산업통상자원부 전 제품으로 사용하여야 한다.
KCS4170052108.txt	필요한 경우 냉동온도 기록 장치를 장착하며, 담당원의 승인에 따라 분리형 또는 일체식 온도조절 경보장치를 설치한다.
KCS4170052108.txt	고압가스 안전관리 법규에 의한 내압시험 및 기밀시험에 합격하여야 한다.
KCS4170052108.txt	운전조건 및 동력 소비량은 냉동능력과 용량조절기능을 만족하여야 한다.
KCS4170052108.txt	안전장치의 동작이 확실하여야 한다.
KCS4170052108.txt	소음, 진동에 대한 시험 및 검사에 합격한 것으로 한다.
KCS4170052108.txt	설치 완료 후에 만수 시험 및 시운전을 한다.
KCS4170052108.txt	살수장치에서 흘러내리는 물은 표면을 고르게 흐르며, 본체 밖으로 물의 비산 여부를 확인한다.
KCS4170052108.txt	소음, 진동에 대한 시험 및 검사를 실시한다.
KCS4170052108.txt	유닛 쿨러의 직접 팽창 코일은 고압가스 안전관리법의 규정에 따르며, 시험 후 진공 건조 시키고 질소가스를 넣고 밀봉시킨다.
KCS4170052108.txt	각 탱크류는 누설시험을 한다.
KCS4170052108.txt	시험압력은 사용압력의 2배 이상으로 한다.
KCS4170052108.txt	냉동기기 및 배관의 설치가 완료되면 시운전 및 시험가동을 한다.
KCS4170052108.txt	안전장치와 자동조절장치가 정상적인 순서로 작동되도록 조절한다.
KCS4170052108.txt	제조회사의 시방서에 명시된 성능을 시간별로 기록한다.
KCS4170052108.txt	시험가동은 최소 24시간 이상 실행한다.
KCS4170052108.txt	시험기간은 최소 8시간 이상 실시한다.
KCS4170052108.txt	시운전 완료 후 기능이 계약조건을 만족한다고 담당원이 인정한 때를 공사 완료로 보고, 이 시점에서 인수가 가능하다.
KCS4170052108.txt	공사완성 인도 후에도 12개월 이내에 사용자재 불량이나 공사의 불량 개소가 발생하여 생긴 장치의 손상, 기능의 저하 등에 있어서는 복구 또는 교체하여야 하며, 그 비용은 수급자의 부담으로 한다.
KCS417006X2108.txt	부분은 설치공간면적을 최대한 납판으로 차폐하고 모서리도 끝부분까지 납판을 설치한다.
KCS417006X2108.txt	광선 차단용 루버광선 차단용 루버가 필요한 경우, 루버는 차폐벽에 사용한 납판과 동일한 두께의 납을 사용한 납루버 또는 납피복 철제를 사용한다.
KCS417006X2108.txt	촬영실의 1차선 방어벽이 아닌 모든 벽과 천장 및 바닥에는 2차선 방어벽을 설치하여야 한다.
KCS417006X2108.txt	방어벽의 차폐물질이 연판으로 된 경우에는 다음의 요건을 갖추어야 한다.
KCS417006X2108.txt	제어소는 촬영실과 일부 개방된 방어벽으로 구분된 상태에서 진단용 방사선을 제어하는 제어장치가 설치된 곳이어야 한다.
KCS417006X2108.txt	제어장치가 엑스선 고전압 발생장치에 부착되어 있는 제어소의 경우에는 ②의 기준 중 환자 보기 창에 관한 기준만을 적용하고, 조사용 스위치를  촬영실 외부에 설치하여 조작할 수 있도록 하여야 한다.
KCS417006X2108.txt	파이프 슬리브, 기둥, 보호판 또는 기타 설계도서에 명시된 납판의 설치상태는 표면에 굴곡, 혹, 또는 구김이 없이 평탄하고 이음부의 개소는 가능한 최소화한다.
KCS417006X2108.txt	모든 납판 이음부의 차폐성능은 인접부의 차폐성능과 동등하도록 시공한다.
KCS417006X2108.txt	기둥이나 다른 수직면에 설치되는 납판에 미장 마감을 할 경우에는 납판을 바탕면에 견실히 부착하기 위하여 드라이브 볼트나 기타 승인된 고정철물을 사용한다.
KCS417006X2108.txt	고정철물이 완전히 최종 위치까지 설치되었을 때에 메탈라스를 고정시키기 위하여 충분한 길이의 18번 스테인리스 철선을 고정철물에 감아 놓는다.
KCS417006X2108.txt	고정철물은 메탈라스 제작사가 추천하는 간격으로 설치하고 고정철물의 두부에는 납판을 덧대어 놓는다.
KCS417006X2108.txt	차폐판의 관통부 이외의 장소에서는 방사선 차폐벽의 차폐성능은 연속성이 유지되도록 한다.
KCS417006X2108.txt	가능한 모든 장소에서는 반드시 연속적인 차폐벽의 시공을 하고 전기배선용 박스, 콘센트, 덕트, 전선관 등과 같이 방사선 차폐판의 성능을 저해하는 요소들이 설치된 장소에는 납판 슬리브나 보강용 차폐판을 설치한다.
KCS417006X2108.txt	방사성 기구 취급자를 위한 방어 칸막이는 설계도서에 명시된 장소에 설치한다.
KCS417006X2108.txt	방어 칸막이가 벽이나 바닥과 맞닿는 부분에서는 차폐용 납판의 유효 겹침 폭을 유지할 수 있는 방법으로 설치한다.
KCS417006X2108.txt	차폐문의 납판을 관통하는 창호 철물용 볼트와 나사못은 표면으로부터 약간 함몰시킨 후에 납조각으로 그 함몰부분이 차폐문의 표면과 일치하도록 메운다.
KCS4170072108.txt	천장재는 내발진성이 우수한 벽재와 같은 불연성 자재를 사용한다.
KCS4170072108.txt	조명기구 주변의 기밀성, 공조기기 주변의 단열성에 특히 주의하여야 한다.
KCS4170072108.txt	천장틀은 몰드 바의 지지점을 결정한 후 구조계산을 하여 부재를 선택한다.
KCS4170072108.txt	천장틀의 형강부재 길이는 운반 가능한 길이로 하며, 연결 부위 조인트는 별도의 볼트로 접합한다.
KCS4170072108.txt	부재형태에 따른 부속체결방법은 담당원의 승인을 얻는다.
KCS4170072108.txt	몰드바 및 와이어 커넥터의 소재는 소요강도 이상의 자재를 사용한다.
KCS4170072108.txt	외부에서 클린룸로 통하는 출입문은 오염의 기회를 최소화한 구조로 한다.
KCS4170072108.txt	창은 생산장비의 배치에 적합하여야 하며, 투시면은 대전방지재를 사용한다.
KCS4170072108.txt	투시면의 재질은 대전방지 재질을 사용한다.
KCS4170072108.txt	모든 내면은 매끄러우며 흠, 턱, 구멍 등이 없어야 한다.
KCS4170072108.txt	모든 접합부는 평활하게 연결되어야 하며 작업을 수행하는 데 꼭 필요한 것들만 클린룸에서 연결하고 그 외의 휴지상자, 스위치판, 분리기, 밸브 등과 같은 다른 접합부는 가능한 클린룸 외부에 설치해야 한다.
KCS4170072108.txt	작업자의 움직임을 최소화하기 위한 통신장비들을 준비해 두어야 한다.
KCS4170072108.txt	요구청정도, 기류 및 기타 환경조건들을 만족시키기 위한 공기조화기 및 기타 필요설비를 준비한다.
KCS4170072108.txt	타일 및 동 테이프의 시공선을 긋는다.
KCS4170072108.txt	도전성 본드를 사용하여 동 테이프를 시공한다.
KCS4170072108.txt	타일 시공선 바깥에서 중앙으로 타일을 깐다.
KCS4170072108.txt	타일의 연결 부분을 용접한다.
KCS4170072108.txt	표면상태의 검사는 육안으로 한다.
KCS4170072108.txt	표면저항 측정기를 이용하여 표면전기저항 수치가 요구기준에 적합한지 확인한다.
KCS4170072108.txt	청소는 먼지 제거 후 물걸레로 닦는다.
KCS4170072108.txt	오염 부위는 즉시 세척제를 사용하여 닦는다.
KCS4170072108.txt	도전성 유지에 장애가 되는 왁스의 사용을 금하며, 표면이 손상되지 않도록 보양한다.
KCS4170072108.txt	청정도가 높은 클린룸의 바닥에 도전성 바닥재를 사용한다.
KCS4170072108.txt	도전성 바닥재는 도전성 하도재, 중도재, 상도재 및 마감코팅재로 구분한다.
KCS4170072108.txt	청정도가 높은 클린룸의 바닥에 도전성 바닥재를 사용한다.
KCS4170072108.txt	표면 전기저항이 요구기준에 적합한지 확인한다.
KCS4170072108.txt	표면상태의 검사는 육안으로 한다.
KCS4170072108.txt	일반적인 청소는 먼지 제거 후 물걸레로 닦는다.
KCS4170072108.txt	오염부위는 즉시 세척제를 사용하여 닦아낸다.
KCS4170072108.txt	오염물질의 종류를 확인하고 세제를 선정하며, 세제는 도장면의 손상이 없는 것을 선택한다.
KCS4170072108.txt	레벨, 기계위치들의 관계 등을 표시한다.
KCS4170072108.txt	면과 지지대 면의 높이는 지지대의 조절너트로 조정한 후 고정한다.
KCS4170072108.txt	면을 청결히 한 후 육안검사를 한다.
KCS4170072108.txt	세부 상세도서에 맞는 패널 크기인지 검토한다.
KCS4170072108.txt	유공판의 위치 및 매수를 확인한다.
KCS4170072108.txt	계획된 레벨에 맞는지 검사한다.
KCS4170072108.txt	계획된 각 지점에 포스트가 설치되었는지를 확인한다.
KCS4170072108.txt	각 부재의 도장 면의 훼손 여부를 확인한다.
KCS4170072108.txt	스트링거의 위치확인 및 절단면의 커버 플레이트 부착을 확인한다.
KCS4170072108.txt	베이스 플레이트 하부의 코킹면을 검사한다.
KCS4170072108.txt	물품, 장비반입 등으로 인해 손상되지 않도록 보양한다.
KCS4170072108.txt	오염부위는 즉시 세척제를 사용하여 세척하며, 마감면의 도전성 또는 물성 변화를 초래하는 세척제의 사용을 금한다.
KCS4170072108.txt	모든 틀 골조류는 방청 페인트를 칠하거나 아연용융도금 처리한다.
KCS4170072108.txt	현장에서 절단용접 시에는 즉시 녹막이 처리를 한다.
KCS4170072108.txt	일반 청소는 먼지 제거 후 물걸레로 닦는다.
KCS4170072108.txt	물걸레로 닦은 후 마른걸레 또는 기름걸레로 닦는다.
KCS4170072108.txt	오염부위는 즉시 세척제를 사용하여 닦아낸다.
KCS4170072108.txt	벽재의 도전성을 손상시키는 왁스의 사용을 금지하고 패널 표면을 보양한다.
KCS4170072108.txt	천장틀의 사용하는 모든 철물은 아연도금을 원칙으로 한다.
KCS4170072108.txt	골조의 간격 나누기 및 유닛, 필터 박스, 조명기구 등의 위치는 설계도서에 따른다.
KCS4170072108.txt	이형치수는 사전현장 점검을 통해 정확한 제작 설치가 되도록 한다.
KCS4170072108.txt	몰드 바를 설치한 후에는 구획별로 수평 맞추기를 실시하여 평활을 유지한다.
KCS4170072108.txt	와이어 커넥터를 조립한 후에는 청소를 실시하여 끝난 부위부터 와이어 커넥터 및 와이어 덕트 캡의 부착 유무 및 위치를 확인한 후 코킹을 시공한다.
KCS4170072108.txt	조명기기의 부착위치를 정확하게 설정한다.
KCS4170072108.txt	천장틀은 처짐과 변형이 없어야 한다.
KCS4170072108.txt	현장절단 부위는 아연도금 또는 동등 이상의 재질로 보완처리 여부를 검사한다.
KCS4170072108.txt	행잉 바가 시스템 천장과 수직 여부를 확인한다.
KCS4170072108.txt	무리한 하중이나 충격을 방지한다.
KCS4170072108.txt	천장 시스템의 평활도를 일정기간 간격으로 점검한다.
KCS4170072108.txt	부속 철물의 마모 및 파손이 있으면 신속히 교체한다.
KCS4170072108.txt	천장마감은 청소가 용이하고 클린룸 내부와 외부간 입자의 누출이 없는 구조로 하여야 한다.
KCS4170072108.txt	공장생산 제품은 제조회사의 시공지침에 준하고, 벽체 자재를 사용할 때에는 클린룸 벽체공사에 준한다.
KCS4170072108.txt	천장재로부터의 오염 입자의 누설 여부를 확인한다.
KCS4170072108.txt	유지관리공장생산 제품은 제조회사의 지침에 준하고, 벽체자재와 같은 마감일 경우는 클린룸 벽체공사에 준한다.
KCS4170072108.txt	문틀과 패널의 이음 연결 부분은 코킹으로 처리하여 벽체 내부에서 발생되는 분진을 실내로의 유출을 방지한다.
KCS4170072108.txt	문틀에는 웨더 스트립을 설치할 수 있는 것을 사용하여 양압의 클린룸 내부공기의 외부 유출량을 최소화한다.
KCS4170072108.txt	경첩은 문의 개폐 시 힌지에서 분진 또는 마찰로 인한 정전기가 발생하지 않는 제품을 사용한다.
KCS4170072108.txt	클린룸 내에 설치되는 문은 자동폐쇄가 되어야 하며, 문 경첩은 클린룸 내부 공기압에 견딜 수 있어야 한다.
KCS4170072108.txt	클린룸 내부에서 외부로 통하는 부분의 문은 자동 개폐문으로서 잠김 기능이 있어야 한다.
KCS4170072108.txt	출입구의 위치는 생산라인의 이동선 및 작업원의 동선과 일치시키고, 개폐 시의 기류상태의 변화에 따른 생산장비에 영향을 미치지 않아야 한다.
KCS4170072108.txt	부속철물의 고정 여부를 확인하고, 벽체의 검사방법에 준하여 실시한다.
KCS4170072108.txt	공기의 차단기능 여부를 검사한다.
KCS4170072108.txt	개폐방향의 공간 확보와 바닥면과의 접촉을 확인한다.
KCS4170072108.txt	연결 부위와 부속철물의 고정상태 및 훼손 여부를 확인한다.
KCS4170072108.txt	관련 공사의 진행상태를 고려하여 보양한다.
KCS4170072108.txt	투시창은 투시면의 경사각을 유지하여 스크린 현상을 방지한다.
KCS4170072108.txt	창틀과 투시판 사이에 기밀성을 유지하도록 코킹한다.
KCS4170072108.txt	창틀의 형태는 먼지가 침착하지 않도록 돌출되지 않게 하며, 돌출된 경우 먼지의 침착이 최소화하는 구조로 한다.
KCS4170072108.txt	기밀성 확보 여부를 파악한다.
KCS4170072108.txt	창틀의 형태가 클린룸에 적합한지 확인한다.
KCS4170072108.txt	와이퍼 등을 사용하여 먼지를 제거한다.
KCS4170072108.txt	변형이나 훼손이 생기지 않도록 보양한다.
KCS4180012108.txt	각 관련공사에서 설치준비가 불충분한 곳은 보수 및 정리하여 준비가 완료된 다음 공사를 실시한다.
KCS4180012108.txt	환경마크, 탄소마크, 환경성적표지 등 공인된 친환경 자재를 우선 사용한다.
KCS4180012108.txt	부대공사 자재는 전 과정에 걸쳐 에너지 소비와 이산화탄소 배출량이 적은 것을 우선적으로 선정한다.
KCS4180012108.txt	부대공사 자재는 현장 인근에서 생산되어 운송과 관련한 환경영향이 적은 것을 우선적으로 선정한다.
KCS4180012108.txt	부대공사 자재는 순환자원의 사용을 적극적으로 고려한다.
KCS4180012108.txt	적절한 구매계획을 수립하여 잉여 자재가 발생하지 않도록 한다.
KCS4180012108.txt	부대공사에 의한 현장 폐기물 및 건축물 해체과정에서 발생되는 폐기물량이 최소화 될 수 있는 자재를 우선적으로 선정한다.
KCS4180012108.txt	울타리 주변은 관목, 자연석 등을 이용하여 자연친화적인 마감으로 계획하며 도로 등과 인접하여 소음이 예상되는 부위는 소음을 저감할 수 있는 방음벽이나 방음형 담장으로 계획한다.
KCS4180012108.txt	녹색기술인증, 친환경 신기술 등 공인된 친환경 공법의 사용을 우선적으로 고려한다.
KCS4180012108.txt	천연자원의 보전에 도움이 되는 공법 및  폐기물 배출을 최소화하는 공법을 사용한다.
KCS4180012108.txt	공사용 용수는 사용량을 측정하여 환경관리계획에 포함될 수 있도록 하고, 공사의 품질에 영향을 미치지 않는 범위 내에서 우수 및 중수를 적극적으로 활용한다.
